# Gene expression in TPM - median across runs per condition for study SRP066611
# !Ivermectin 1 uM, 5 d: Low replicates (2)
	0h	48 h	5 d	Ivermectin 1 uM, 48 h	!Ivermectin 1 uM, 5 d	Ivermectin 300 nM, 48 h	Ivermectin 300 nM, 5 d
WBGene00233716	6.7	4.5	4.2	5.8	4.8	3.4	5.9
WBGene00233723	5.6	0.0	0.0	2.0	0.0	0.0	0.0
WBGene00233724	6.0	10.3	21.9	0.0	0.0	21.3	27.8
WBGene00233725	28.2	0.0	0.0	19.4	21.7	0.0	40.1
WBGene00233726	1.7	7.2	0.0	0.0	0.0	0.0	0.0
WBGene00233732	11.1	0.0	0.0	6.1	31.0	18.7	0.0
WBGene00233733	36.4	23.7	0.0	13.2	0.0	0.0	0.0
WBGene00233734	5.8	0.0	13.9	6.4	10.4	0.0	7.6
WBGene00233737	14.4	28.1	24.8	0.0	37.3	0.0	0.0
WBGene00233739	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233740	22.2	0.0	0.0	9.8	0.0	0.0	0.0
WBGene00233742	7.1	12.0	26.5	16.2	12.8	49.8	87.4
WBGene00233749	0.0	4.8	0.0	0.0	0.0	0.0	0.0
WBGene00233751	2.8	0.0	10.4	0.0	0.0	0.0	0.0
WBGene00233752	15.0	9.8	4.9	2.8	1.2	7.3	2.4
WBGene00233757	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233758	54.9	23.3	0.0	0.0	12.4	24.2	28.3
WBGene00233759	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233761	82.2	164.3	108.0	60.6	246.2	161.5	238.7
WBGene00233767	4.5	9.3	10.1	7.8	0.0	7.4	8.1
WBGene00233771	309.1	286.3	200.6	199.3	166.4	175.6	202.8
WBGene00233783	11.3	10.0	0.0	0.0	0.0	0.0	10.4
WBGene00233788	55.2	18.7	79.8	25.3	0.0	38.9	0.0
WBGene00233792	179.2	179.4	185.1	143.9	177.9	184.8	162.2
WBGene00233793	0.0	0.0	0.0	0.0	4.3	0.0	0.0
WBGene00233795	0.0	0.0	0.0	0.0	1.0	1.7	0.0
WBGene00233798	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233800	3.0	1.9	5.1	0.5	3.6	1.7	3.4
WBGene00233802	0.0	6.6	0.0	0.0	0.0	0.0	0.0
WBGene00233805	77.8	25.1	44.6	28.9	25.7	30.5	26.3
WBGene00233809	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233810	95.3	242.4	238.8	225.3	157.5	343.3	131.1
WBGene00233821	27.9	37.2	42.1	37.6	28.7	19.7	32.2
WBGene00233825	1.3	2.0	0.0	4.9	0.0	0.0	0.0
WBGene00233831	15.4	12.9	13.2	34.2	20.8	23.8	13.0
WBGene00233834	20.9	26.6	22.1	8.9	19.0	19.3	9.5
WBGene00233838	11.9	14.6	13.6	15.3	10.0	11.7	7.4
WBGene00233839	1.8	1.5	0.0	2.0	1.8	0.0	0.0
WBGene00233840	15.3	25.2	13.8	7.7	0.0	41.3	15.8
WBGene00233841	5.3	10.1	6.6	3.7	2.7	7.5	13.2
WBGene00233845	18.6	17.9	12.7	8.6	14.6	10.6	8.7
WBGene00233846	5.3	0.0	11.8	6.1	0.0	0.0	0.0
WBGene00233847	5.5	4.6	7.0	4.2	6.0	8.5	7.4
WBGene00233848	3.9	0.0	0.0	0.0	0.0	0.0	4.1
WBGene00233852	14.4	5.4	4.6	22.6	12.0	17.8	11.3
WBGene00233853	5.1	16.1	4.9	3.4	5.6	4.8	6.7
WBGene00233855	66.6	32.9	39.8	82.5	39.9	50.9	50.1
WBGene00233857	0.0	7.2	6.2	6.7	9.3	5.3	5.8
WBGene00233858	25.0	23.1	9.8	18.3	6.2	18.0	11.5
WBGene00233859	10.5	0.0	0.0	0.0	0.0	8.8	0.0
WBGene00233863	6.1	5.5	0.0	2.6	2.6	2.3	2.3
WBGene00233865	167.6	110.4	106.6	93.8	75.1	104.3	71.9
WBGene00233867	6.6	6.9	22.8	18.5	21.4	22.7	5.6
WBGene00233869	7.6	7.3	5.2	8.4	8.2	9.4	0.0
WBGene00233871	7.0	12.7	8.3	10.4	12.9	7.2	17.3
WBGene00233874	5.0	10.8	9.5	8.7	7.9	10.9	14.3
WBGene00233878	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233879	8.4	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233880	0.0	0.5	1.4	0.7	0.0	0.0	0.0
WBGene00233881	5.7	12.0	0.0	11.1	0.0	9.6	12.6
WBGene00233883	3.0	3.2	2.7	3.3	2.9	5.1	3.3
WBGene00233890	19.5	30.5	22.1	25.6	17.9	12.1	19.4
WBGene00233893	22.4	19.0	16.7	25.7	0.0	0.0	0.0
WBGene00233899	6.8	11.1	47.1	26.4	0.0	21.2	0.0
WBGene00233900	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233903	6.5	0.0	0.0	7.2	0.0	0.0	0.0
WBGene00233905	21.8	8.8	5.8	11.9	0.0	18.7	18.4
WBGene00233908	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233911	2976.1	2999.7	3276.2	2840.9	3306.0	3000.9	3250.8
WBGene00233912	1355.6	1517.7	1622.7	1721.5	1479.9	1623.5	1443.4
WBGene00233913	7.1	13.4	10.0	11.6	8.0	3.0	8.5
WBGene00233914	1238.3	1777.9	1796.4	1120.0	1557.7	1031.1	1722.5
WBGene00233915	86.4	66.8	72.0	63.3	59.4	81.8	52.9
WBGene00233916	58.6	81.1	67.8	48.6	63.6	65.4	79.9
WBGene00233917	56.7	53.9	67.4	63.3	46.3	48.8	67.0
WBGene00233918	979.2	992.3	1139.8	946.6	1330.5	1116.8	1202.3
WBGene00233919	392.3	363.3	323.6	368.9	333.2	414.8	366.0
WBGene00233920	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233921	257.0	218.8	259.5	231.2	272.6	266.9	297.2
WBGene00233922	259.3	477.5	414.1	394.8	511.5	471.8	424.7
WBGene00233923	180.0	232.1	191.3	187.8	191.3	210.7	214.3
WBGene00233924	248.5	422.2	349.1	272.9	279.1	222.4	432.0
WBGene00233925	206.8	177.8	178.7	170.1	196.7	156.7	210.9
WBGene00233926	63.1	67.4	51.5	49.6	60.0	47.7	37.8
WBGene00233927	492.2	470.0	401.5	505.8	469.9	467.3	423.6
WBGene00233928	294.9	327.9	371.3	297.9	348.2	291.7	342.2
WBGene00233929	890.5	906.8	1008.6	957.5	1086.5	953.2	1025.5
WBGene00233930	267.0	220.8	235.6	211.9	211.9	203.7	201.5
WBGene00233931	113.9	118.8	129.9	148.1	141.7	139.5	156.0
WBGene00233932	339.9	309.6	249.2	305.2	284.9	307.5	264.7
WBGene00233933	138.9	179.7	163.1	167.5	168.4	170.5	175.8
WBGene00233934	265.1	341.7	350.1	292.6	366.8	363.7	332.5
WBGene00233935	29.1	23.9	23.6	17.9	12.5	10.1	19.3
WBGene00233936	411.7	418.3	404.1	361.9	417.8	406.4	392.6
WBGene00233937	217.4	299.4	233.5	211.2	296.0	263.4	256.0
WBGene00233938	228.0	227.8	241.7	222.1	284.5	230.1	254.5
WBGene00233939	49.2	79.8	73.3	67.7	57.9	69.3	69.2
WBGene00233940	469.0	520.7	435.4	398.2	359.6	397.0	424.0
WBGene00233941	75.5	73.0	62.9	74.8	39.7	41.8	58.2
WBGene00233942	416.0	375.1	304.7	412.6	383.8	397.4	346.7
WBGene00233943	232.2	244.9	207.2	194.9	178.4	196.5	220.2
WBGene00233944	199.8	170.5	164.4	171.4	142.2	175.8	117.0
WBGene00233945	17.0	21.2	16.1	13.0	6.0	10.3	16.4
WBGene00233946	143.5	146.2	126.3	115.6	135.9	124.2	141.2
WBGene00233947	55.0	57.4	54.4	61.0	62.7	49.0	49.7
WBGene00233948	150.9	208.4	169.2	188.2	187.3	192.6	171.4
WBGene00233949	706.5	667.9	671.4	709.5	783.7	701.4	701.3
WBGene00233950	117.1	97.7	85.0	114.6	78.4	80.0	111.4
WBGene00233951	154.2	130.9	116.3	96.6	101.1	85.9	144.4
WBGene00233952	42.4	32.4	28.3	29.4	34.2	33.6	24.4
WBGene00233953	55.9	77.1	66.8	64.0	61.2	67.8	71.8
WBGene00233954	77.2	80.8	83.0	86.0	104.4	98.4	111.9
WBGene00233955	65.9	49.5	47.1	48.0	50.3	36.3	57.2
WBGene00233956	74.1	69.4	63.6	63.6	73.2	67.0	79.8
WBGene00233957	307.2	449.2	470.7	421.9	439.5	423.4	486.0
WBGene00233958	236.9	218.5	222.5	231.4	222.1	179.7	199.1
WBGene00233959	460.1	387.7	389.2	386.0	353.3	354.3	416.1
WBGene00233961	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00233963	51.7	37.9	35.7	34.4	31.0	32.0	47.9
WBGene00233964	254.1	238.8	213.4	175.0	181.3	173.1	214.8
WBGene00233965	225.6	213.4	202.7	221.4	201.5	218.3	206.8
WBGene00233966	157.8	175.8	161.6	132.5	127.5	94.5	158.2
WBGene00233967	113.6	172.9	153.9	132.7	156.5	138.7	160.7
WBGene00233968	215.6	254.7	231.6	197.6	234.6	240.4	241.0
WBGene00233969	346.8	314.1	267.8	267.6	319.1	297.7	303.6
WBGene00233970	165.1	208.3	173.0	171.9	171.4	160.2	198.8
WBGene00233971	46.3	31.2	38.9	43.7	24.7	32.0	33.7
WBGene00233972	29.6	31.3	18.1	15.6	7.4	8.3	21.2
WBGene00233973	32.4	50.9	37.1	50.8	47.9	46.5	33.6
WBGene00233974	203.2	244.2	298.2	273.4	262.9	262.8	299.4
WBGene00233975	86.1	96.3	83.2	98.0	89.2	87.6	70.6
WBGene00233976	80.5	53.7	49.5	50.1	58.6	76.1	51.8
WBGene00233977	42.1	44.2	48.3	47.9	45.4	53.5	70.9
WBGene00233978	768.4	660.8	704.1	744.7	697.5	653.2	677.4
WBGene00233979	565.0	579.8	680.3	393.2	752.7	657.2	682.3
WBGene00233980	1246.2	1196.4	1313.0	1221.5	1357.7	1326.3	1224.5
WBGene00233981	637.9	527.3	764.2	682.2	608.8	622.2	698.9
WBGene00233982	1858.0	2247.2	2512.3	2312.3	2584.2	2404.9	2700.8
WBGene00233983	384.9	395.6	425.9	347.8	353.3	393.2	329.5
WBGene00233984	285.0	265.8	250.1	239.0	282.3	235.1	256.1
WBGene00233985	184.6	117.6	147.1	134.6	161.5	158.2	143.1
WBGene00233986	204.6	254.2	212.5	221.6	239.4	206.7	201.2
WBGene00233987	51.7	54.8	36.6	47.5	36.6	37.3	39.4
WBGene00233988	516.5	482.4	448.4	387.1	426.3	458.3	413.9
WBGene00233989	52.7	52.2	43.3	44.2	33.0	35.7	52.0
WBGene00233990	124.5	97.9	111.8	108.6	94.2	93.2	104.8
WBGene00233991	18.8	21.4	26.7	35.0	22.8	19.4	21.2
WBGene00233992	210.0	154.6	182.3	156.2	154.8	157.4	190.0
WBGene00233993	40.9	47.7	39.5	39.6	39.0	35.2	37.7
WBGene00233994	319.7	269.8	254.0	272.9	247.0	277.9	243.9
WBGene00233995	27.8	45.8	26.7	23.3	17.7	28.6	22.4
WBGene00233996	72.2	47.2	50.4	44.8	49.9	46.7	50.1
WBGene00233997	253.1	247.1	207.3	166.0	195.3	195.9	234.5
WBGene00233999	73.4	57.0	54.0	44.1	55.5	56.3	44.9
WBGene00234000	103.6	96.1	86.6	90.7	121.2	71.1	81.1
WBGene00234001	776.0	641.8	766.2	756.6	686.3	723.6	678.2
WBGene00234002	114.0	133.2	106.8	87.8	106.4	64.0	129.2
WBGene00234003	139.4	112.5	77.0	134.6	124.6	73.7	94.1
WBGene00234004	42.0	48.6	38.3	38.2	37.9	46.1	38.9
WBGene00234005	38.9	48.8	55.7	48.2	77.0	54.3	52.4
WBGene00234006	20.1	22.8	15.1	8.2	23.3	17.7	23.8
WBGene00234007	61.0	66.5	75.9	68.0	56.2	56.7	68.1
WBGene00234009	61.5	57.3	56.9	51.3	45.7	51.4	57.1
WBGene00234010	48.5	39.5	30.0	32.4	29.8	24.8	31.4
WBGene00234011	324.9	347.2	367.2	279.6	425.0	354.4	417.9
WBGene00234012	142.5	116.8	125.8	130.0	115.9	94.7	114.7
WBGene00234013	163.4	30.4	39.0	56.7	27.7	36.0	44.6
WBGene00234014	115.7	144.4	125.2	111.9	119.6	110.0	128.4
WBGene00234015	134.9	136.1	120.6	127.2	98.7	111.5	145.8
WBGene00234017	226.5	248.2	208.0	277.2	240.9	231.2	205.4
WBGene00234018	302.6	317.3	373.2	347.6	470.7	337.4	399.1
WBGene00234019	67.9	75.4	57.3	68.1	56.3	69.9	59.5
WBGene00234020	52.7	28.3	30.2	32.9	21.1	17.6	27.9
WBGene00234021	155.6	175.7	157.6	135.2	157.6	186.0	183.5
WBGene00234022	38.8	54.1	44.5	44.1	45.6	49.5	46.3
WBGene00234023	527.9	524.8	569.4	658.5	505.4	529.1	477.0
WBGene00234024	82.7	55.6	58.8	58.6	51.8	47.2	61.6
WBGene00234026	59.0	84.2	51.9	56.8	61.1	75.0	60.1
WBGene00234027	79.8	65.7	46.4	68.5	68.8	63.4	55.4
WBGene00234028	4.7	10.0	6.6	9.6	2.4	1.9	4.1
WBGene00234029	3848.5	3609.8	3701.0	2990.6	4228.3	3584.2	4113.6
WBGene00234030	235.4	89.7	138.6	129.6	110.1	72.4	114.8
WBGene00234031	82.5	80.4	73.2	44.0	79.1	66.0	106.5
WBGene00234032	813.4	929.9	1015.3	1023.1	1178.4	1008.7	1109.7
WBGene00234033	126.9	203.0	156.8	132.1	125.4	189.5	141.9
WBGene00234034	28.4	27.8	29.6	33.5	34.2	22.5	23.9
WBGene00234035	654.4	773.7	892.6	696.5	913.7	821.6	953.1
WBGene00234036	55.5	66.1	37.9	40.9	18.9	39.4	35.8
WBGene00234037	44.1	63.8	62.5	60.7	50.2	65.5	43.0
WBGene00234038	91.8	101.2	107.8	102.3	137.2	104.8	135.5
WBGene00234039	76.0	72.0	85.3	40.9	87.0	70.4	85.8
WBGene00234040	916.0	1059.9	1550.5	1121.7	1737.8	1310.9	1731.0
WBGene00234041	439.2	363.3	378.2	447.1	412.8	464.8	386.2
WBGene00234042	341.9	451.9	529.0	360.1	479.5	533.5	498.3
WBGene00234043	224.4	196.1	205.9	234.3	243.8	184.5	208.1
WBGene00234044	1535.6	1833.4	2003.9	1640.2	2490.6	1955.2	2396.6
WBGene00234045	81.9	79.6	62.9	70.6	41.8	55.2	73.7
WBGene00234046	274.1	185.5	233.1	224.9	313.3	257.2	303.9
WBGene00234047	26.4	35.8	27.8	20.2	11.5	9.0	36.9
WBGene00234048	119.8	126.4	121.9	142.9	87.5	129.0	117.5
WBGene00234049	95.7	84.1	76.2	77.5	64.5	88.9	78.9
WBGene00234050	80.8	90.3	72.9	80.1	54.8	52.0	63.6
WBGene00234051	92.5	142.8	116.3	116.5	97.8	110.4	120.4
WBGene00234052	33.7	38.3	35.5	30.3	23.2	19.4	25.8
WBGene00234053	22.9	23.2	16.5	17.8	11.6	9.9	23.1
WBGene00234054	36.1	41.5	28.3	26.0	17.7	13.7	25.3
WBGene00234055	111.6	107.0	112.3	116.6	108.9	107.1	109.7
WBGene00234056	14.4	20.1	16.3	23.9	8.3	10.7	24.0
WBGene00234057	42.0	40.3	32.4	27.5	29.4	34.6	35.8
WBGene00234058	30.4	35.6	34.3	27.9	19.7	12.4	48.4
WBGene00234059	44.0	55.2	47.7	35.7	34.8	54.3	46.7
WBGene00234060	110.9	119.3	137.8	115.2	149.1	131.5	129.1
WBGene00234061	4.3	7.5	6.1	5.4	3.4	1.8	8.8
WBGene00234062	133.4	131.5	108.1	118.3	122.3	123.4	144.3
WBGene00234063	17.2	24.0	26.2	20.0	17.2	18.7	24.5
WBGene00234064	45.7	52.6	36.9	30.1	27.5	29.3	40.8
WBGene00234065	51.6	45.6	37.5	22.5	25.4	20.0	38.9
WBGene00234066	77.2	54.1	50.5	49.1	44.1	45.5	45.7
WBGene00234067	33.9	46.6	36.8	25.4	23.5	15.7	37.5
WBGene00234068	78.6	69.4	48.0	52.7	46.3	46.8	48.4
WBGene00234069	181.4	170.5	198.6	175.2	158.5	195.0	107.2
WBGene00234070	70.8	65.6	52.2	50.0	49.4	45.5	72.3
WBGene00234071	113.9	77.2	76.6	88.4	79.9	65.1	86.4
WBGene00234072	56.1	68.5	56.0	70.2	47.8	56.9	53.9
WBGene00234073	39.4	50.1	31.3	30.0	30.6	58.8	40.4
WBGene00234075	56.8	58.3	59.1	48.9	52.1	50.0	58.4
WBGene00234076	37.3	42.6	33.6	43.7	29.1	28.5	38.5
WBGene00234077	12.1	11.5	12.2	7.6	6.3	12.2	11.6
WBGene00234079	16.4	20.6	23.6	25.4	20.6	15.5	27.8
WBGene00234080	9.8	10.0	15.3	13.2	7.7	10.6	5.8
WBGene00234081	97.7	140.9	131.7	140.6	83.3	94.6	117.0
WBGene00234082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00234083	138.9	131.7	113.5	112.9	117.8	111.3	114.9
WBGene00234084	42.5	34.5	29.2	48.8	25.8	24.6	31.4
WBGene00234085	142.0	80.2	76.2	101.4	103.1	72.6	77.7
WBGene00234086	61.3	62.3	63.2	48.0	60.3	53.7	72.0
WBGene00234088	155.6	195.5	169.6	159.8	159.6	171.8	162.7
WBGene00234089	217.5	175.7	193.1	170.3	203.6	199.1	186.8
WBGene00234090	79.7	79.6	62.7	67.1	56.9	62.5	75.2
WBGene00234091	52.3	67.8	58.5	40.7	48.4	50.9	54.1
WBGene00234092	77.8	86.8	91.9	85.9	74.3	76.3	72.5
WBGene00234093	112.3	87.8	71.5	71.4	66.1	37.7	86.4
WBGene00234094	162.6	129.1	105.6	130.9	103.6	105.3	111.8
WBGene00234095	53.1	46.7	43.1	39.9	39.5	13.7	51.1
WBGene00234096	280.1	232.4	197.7	234.4	206.8	233.0	202.9
WBGene00234097	138.0	128.4	125.8	103.1	126.2	130.7	132.1
WBGene00234098	419.3	364.4	374.5	408.3	447.7	359.6	391.3
WBGene00234099	145.3	130.8	123.1	114.5	94.2	80.8	140.6
WBGene00234100	199.4	276.4	265.1	230.0	242.1	251.2	251.0
WBGene00234102	280.1	188.5	177.0	171.7	150.1	160.5	168.1
WBGene00234103	44.5	44.8	34.8	25.2	33.1	35.0	24.1
WBGene00234104	44.8	51.0	62.8	58.5	62.3	30.4	74.8
WBGene00234105	100.8	104.2	82.0	92.0	70.8	108.1	89.1
WBGene00234106	33.9	34.4	34.3	48.8	23.0	25.1	31.4
WBGene00234107	195.0	263.2	302.1	254.8	250.3	228.9	286.4
WBGene00234109	334.7	372.1	313.2	336.9	351.5	317.1	337.4
WBGene00234110	14.5	18.9	12.3	14.9	9.1	13.0	13.1
WBGene00234111	35.3	46.9	30.9	32.4	49.0	42.4	58.9
WBGene00234112	174.3	171.1	164.3	156.1	167.9	173.0	212.4
WBGene00234115	122.9	118.4	98.5	58.4	86.8	106.1	86.4
WBGene00234116	369.6	333.7	390.8	354.3	421.8	361.2	344.5
WBGene00234117	92.1	99.4	69.2	66.1	79.6	83.4	102.0
WBGene00234118	113.9	108.8	122.9	104.5	144.6	130.4	163.9
WBGene00234119	148.7	192.7	173.9	152.2	194.2	154.6	185.6
WBGene00234120	11.4	18.4	17.5	7.6	16.2	10.6	19.9
WBGene00234121	234.2	190.0	174.3	157.4	227.0	197.6	205.6
WBGene00234122	185.4	169.3	161.9	130.7	185.7	172.7	156.9
WBGene00234123	67.3	70.8	65.0	58.5	43.9	54.5	56.3
WBGene00234124	132.4	124.5	104.5	142.8	111.2	128.8	106.6
WBGene00234125	15.6	8.5	16.1	9.0	19.6	8.0	5.1
WBGene00234126	46.3	47.6	30.8	32.1	28.6	31.4	32.7
WBGene00234127	58.4	99.2	75.6	44.4	83.4	61.0	74.4
WBGene00234128	53.5	50.4	51.1	40.2	40.7	60.5	56.2
WBGene00234129	80.2	110.2	85.4	86.0	83.1	93.9	83.3
WBGene00234130	112.0	86.8	85.3	56.3	84.2	83.3	70.1
WBGene00234131	124.5	135.6	128.8	106.5	96.8	100.8	137.8
WBGene00234132	84.4	103.8	77.7	47.9	63.6	40.4	84.2
WBGene00234133	156.3	129.6	103.8	117.4	101.9	110.2	115.4
WBGene00234134	107.9	114.8	96.8	81.5	88.9	109.7	89.6
WBGene00234135	523.1	422.0	622.2	393.8	531.4	348.4	652.4
WBGene00234136	100.0	94.0	95.6	104.8	98.2	93.7	106.7
WBGene00234137	157.0	206.0	211.1	157.0	133.1	177.3	224.8
WBGene00234139	70.2	57.8	49.9	47.4	57.7	54.1	56.9
WBGene00234140	879.2	1120.8	1056.8	925.1	1320.4	1382.6	1251.6
WBGene00234141	1022.6	877.1	897.3	604.7	764.4	999.6	823.3
WBGene00234142	56.4	74.5	92.7	39.0	64.3	110.9	75.1
WBGene00234143	711.9	676.2	609.4	608.4	767.5	635.6	700.5
WBGene00234144	57.7	60.9	53.7	42.5	56.3	68.3	62.0
WBGene00234146	222.3	236.5	218.8	146.4	177.6	234.2	190.8
WBGene00234147	280.5	292.5	316.8	250.5	315.1	293.4	322.2
WBGene00234149	1182.4	1115.0	1345.8	1074.2	1752.7	1232.6	1517.9
WBGene00234150	191.0	132.4	135.4	119.1	127.4	104.7	132.6
WBGene00234151	192.9	175.2	176.5	160.3	172.1	161.8	163.2
WBGene00234152	193.2	133.8	137.2	123.5	151.3	143.9	143.4
WBGene00234153	238.6	251.0	246.9	246.9	226.0	260.6	273.6
WBGene00234154	963.1	804.9	1106.5	949.2	1095.0	874.7	1146.7
WBGene00234155	208.6	184.8	182.3	186.0	223.3	190.8	176.1
WBGene00234156	3660.0	2903.7	3677.4	2895.1	4915.8	3395.5	4833.7
WBGene00234157	1145.1	1118.7	1267.1	1212.5	1506.3	1358.2	1303.2
WBGene00234158	121.5	133.6	115.5	118.6	96.6	134.8	98.0
WBGene00234159	1717.2	1696.4	2029.4	1751.0	2252.0	1826.0	2007.7
WBGene00234160	312.7	283.6	289.6	316.9	181.7	281.7	224.7
WBGene00234161	117.2	107.7	99.5	99.3	106.7	109.6	92.3
WBGene00234162	830.2	877.5	867.6	956.0	919.3	856.6	859.6
WBGene00234163	829.8	979.6	1035.2	957.8	1071.4	1034.2	866.8
WBGene00234164	544.8	600.2	612.0	743.0	557.6	651.3	657.2
WBGene00234165	145.3	114.1	112.8	130.9	118.3	132.8	104.0
WBGene00234166	2655.1	2390.3	2633.6	2630.1	2807.6	2722.2	2732.1
WBGene00234167	394.5	486.3	423.2	454.0	499.6	505.9	448.3
WBGene00234168	89.1	73.0	65.5	85.7	62.2	98.5	66.7
WBGene00234169	289.7	286.7	234.8	248.2	218.6	309.0	242.3
WBGene00234170	393.1	421.6	415.5	486.7	429.2	425.7	448.2
WBGene00234171	0.0	0.0	3.6	0.0	5.9	11.7	0.0
WBGene00234172	432.6	481.7	432.7	482.5	410.1	505.5	467.7
WBGene00234173	439.1	438.8	433.8	410.4	488.7	437.7	379.2
WBGene00234174	168.3	123.6	143.4	172.3	115.2	113.0	83.7
WBGene00234175	198.4	268.4	185.0	183.7	168.5	212.9	188.8
WBGene00234176	582.6	335.2	380.2	375.2	412.9	334.7	318.8
WBGene00234177	62.0	103.0	80.8	79.7	55.3	77.6	92.9
WBGene00234178	31.1	23.2	17.2	21.4	17.3	12.1	18.8
WBGene00234179	120.6	87.8	87.1	88.6	96.5	81.9	99.4
WBGene00234180	55.9	54.5	55.8	41.6	38.3	35.6	48.6
WBGene00234181	83.1	75.3	65.0	68.4	48.4	52.2	73.8
WBGene00234182	12.5	10.6	9.9	11.8	6.7	8.7	14.8
WBGene00234183	81.2	117.5	121.1	115.0	120.8	87.1	134.9
WBGene00234184	30.1	32.5	34.6	31.4	30.3	29.6	21.1
WBGene00234185	129.3	145.2	129.8	103.1	117.1	81.2	130.2
WBGene00234186	22.6	17.1	19.6	14.1	15.8	10.0	19.2
WBGene00234187	45.9	53.2	47.3	48.2	39.1	35.9	58.2
WBGene00234189	76.0	70.8	59.1	77.2	54.8	48.4	59.8
WBGene00234190	42.6	34.6	35.1	32.0	22.9	27.4	45.9
WBGene00234191	22.2	21.0	20.7	12.9	14.9	22.7	21.0
WBGene00234192	148.8	144.0	162.7	122.5	113.7	122.2	156.0
WBGene00234193	40.0	50.5	39.6	38.8	26.9	37.9	44.1
WBGene00234194	42.3	45.4	35.5	45.8	41.4	42.4	38.2
WBGene00234196	59.3	51.7	44.7	38.9	29.7	26.4	42.8
WBGene00234197	119.4	115.8	94.3	99.8	119.8	77.0	100.6
WBGene00234198	164.8	127.6	111.9	107.2	91.8	113.2	123.2
WBGene00234199	76.5	80.7	69.1	72.2	54.7	68.9	72.3
WBGene00234200	164.4	143.7	132.2	114.5	80.5	89.2	136.7
WBGene00234201	55.6	50.9	34.0	41.8	39.5	40.1	40.3
WBGene00234202	1168.3	1138.5	1350.3	1095.2	1305.5	1224.5	1447.1
WBGene00234203	25.5	31.0	24.0	23.9	13.4	13.3	22.9
WBGene00234204	39.9	42.3	38.6	24.6	19.6	19.3	32.8
WBGene00234205	11.7	21.3	9.7	16.3	7.7	8.4	10.8
WBGene00234206	48.6	47.4	44.5	40.8	37.2	25.9	49.8
WBGene00234207	99.2	99.9	95.8	103.3	94.7	80.7	109.5
WBGene00234208	46.7	55.2	50.0	61.7	42.5	57.0	61.5
WBGene00234209	43.7	47.4	46.0	45.0	46.7	55.5	39.4
WBGene00234210	92.3	119.2	123.3	72.8	131.0	153.4	129.1
WBGene00234211	81.8	87.5	102.3	114.3	101.1	88.1	89.0
WBGene00234212	21.4	36.8	26.1	32.9	38.7	33.4	43.0
WBGene00234214	48.9	43.4	31.8	30.5	35.9	37.2	35.0
WBGene00234215	5.0	10.6	6.7	2.5	7.5	9.8	6.1
WBGene00234216	162.8	164.1	155.5	111.4	164.2	159.5	192.4
WBGene00234217	88.5	105.8	76.8	76.2	95.7	85.1	79.8
WBGene00234218	114.3	129.6	132.2	107.1	104.5	110.8	126.2
WBGene00234219	16.3	19.4	15.5	16.6	23.3	32.0	23.6
WBGene00234220	144.9	156.5	149.9	146.4	206.5	143.6	211.1
WBGene00234221	122.6	106.1	94.1	79.1	84.1	66.8	92.1
WBGene00234222	29.1	29.9	22.2	21.2	34.5	23.9	28.1
WBGene00234223	49.7	73.4	43.8	34.7	52.7	45.5	45.6
WBGene00234224	51.9	53.5	48.4	56.9	24.4	40.9	50.4
WBGene00234225	114.4	114.3	99.3	83.1	89.6	83.3	89.8
WBGene00234226	683.2	869.5	713.3	792.2	727.9	685.1	733.4
WBGene00234227	177.6	188.4	143.4	164.6	155.5	138.1	196.1
WBGene00234228	86.4	82.5	83.8	75.6	92.6	74.3	81.9
WBGene00234229	57.8	41.5	48.6	41.0	31.8	38.4	34.8
WBGene00234230	81.5	65.4	65.9	74.0	52.9	49.3	62.9
WBGene00234231	141.7	164.8	150.9	185.0	181.2	158.6	167.4
WBGene00234232	88.2	93.7	86.9	75.3	85.5	113.4	89.4
WBGene00234233	86.2	52.7	58.6	48.8	54.8	63.9	52.5
WBGene00234234	55.8	50.9	43.9	54.0	69.0	35.2	61.3
WBGene00234235	129.8	134.2	120.7	131.6	141.9	111.9	123.6
WBGene00234236	377.2	286.1	271.8	263.1	301.9	261.7	292.1
WBGene00234237	40.5	40.2	35.5	27.0	49.3	26.3	41.0
WBGene00234238	61.0	65.9	52.0	60.7	63.1	58.1	59.3
WBGene00234239	281.1	269.5	183.0	207.5	269.5	232.3	279.1
WBGene00234240	166.8	231.7	214.7	214.9	186.6	135.2	217.6
WBGene00234241	78.5	88.5	71.1	49.0	48.5	66.4	48.3
WBGene00234242	354.8	344.2	276.4	279.6	312.6	315.7	301.5
